単語,元単語,問題ID,読み方,別解,別表記,意味,追記,レベル,画像,切り抜き画像,Tags
擧る,,Lv06_0106,こぞる,,挙る,残らず集める。,,06,"<img src=""Lv06_0106.png"">","<img src=""Lv06_0106_cropped.png"">",漢字でGO!-06
挙る,擧る,Lv06_0106,こぞる,,擧る,残らず集める。,,06,"<img src=""Lv06_0106.png"">","<img src=""Lv06_0106_cropped.png"">",漢字でGO!-06 漢字でGO!-別表記
碰,,Lv06_0107,ぽん,,,麻雀で、刻子(コーツ)を作れる牌を他家(ターチャ)が捨てたとき、「ポン」と言ってそれをもらうこと。,,06,"<img src=""Lv06_0107.png"">","<img src=""Lv06_0107_cropped.png"">",漢字でGO!-06
肌骨に砭す,,Lv06_0108,肌骨にいしばりす,,,寒さや恐怖などで、身のちぢむような思いをすることのたとえ。,,06,"<img src=""Lv06_0108.png"">","<img src=""Lv06_0108_cropped.png"">",漢字でGO!-06
小确,,Lv06_0109,おそね,,,石まじりのやせ地。そね。,,06,"<img src=""Lv06_0109.png"">","<img src=""Lv06_0109_cropped.png"">",漢字でGO!-06
磤馭慮島,,Lv06_0110,おのごろじま,おのころじま,淤能碁呂島,日本神話で、伊弉諾尊(いざなぎのみこと)と伊弉冉尊(いざなみのみこと)の二神がはじめて作ったという島。,,06,"<img src=""Lv06_0110.png"">","<img src=""Lv06_0110_cropped.png"">",漢字でGO!-06
淤能碁呂島,磤馭慮島,Lv06_0110,おのごろじま,おのころじま,磤馭慮島,日本神話で、伊弉諾尊(いざなぎのみこと)と伊弉冉尊(いざなみのみこと)の二神がはじめて作ったという島。,,06,"<img src=""Lv06_0110.png"">","<img src=""Lv06_0110_cropped.png"">",漢字でGO!-06 漢字でGO!-別表記
辵,,Lv06_0111,しんにょう,しんにゅう,之繞,漢字の部首。辶,,06,"<img src=""Lv06_0111.png"">","<img src=""Lv06_0111_cropped.png"">",漢字でGO!-06
之繞,辵,Lv06_0111,しんにょう,しんにゅう,辵,漢字の部首。辶,,06,"<img src=""Lv06_0111.png"">","<img src=""Lv06_0111_cropped.png"">",漢字でGO!-06 漢字でGO!-別表記
磷ぐ,,Lv06_0112,ひすらぐ,ひすろぐ,,すれて薄くなる。薄れて弱まる。,,06,"<img src=""Lv06_0112.png"">","<img src=""Lv06_0112_cropped.png"">",漢字でGO!-06
賾なし,,Lv06_0113,おぎろなし,,頤なし,広大である。果てしなく奥深い。,,06,"<img src=""Lv06_0113.png"">","<img src=""Lv06_0113_cropped.png"">",漢字でGO!-06
頤なし,賾なし,Lv06_0113,おぎろなし,,賾なし,広大である。果てしなく奥深い。,,06,"<img src=""Lv06_0113.png"">","<img src=""Lv06_0113_cropped.png"">",漢字でGO!-06 漢字でGO!-別表記
墳う,,Lv06_0114,うぐう,,,灸をすえたあとや傷などがただれる。水気をもって腫れる。,,06,"<img src=""Lv06_0114.png"">","<img src=""Lv06_0114_cropped.png"">",漢字でGO!-06
銅鉦蚉蚉,,Lv06_0115,どうがねぶいぶい,,,甲虫目コガネムシ科の昆虫。,,06,"<img src=""Lv06_0115.png"">","<img src=""Lv06_0115_cropped.png"">",漢字でGO!-06
鍰綿,,Lv06_0116,からみわた,,,銑鉄から出るからみ(*3)を、溶解状態のまま高圧蒸気で噴射させて綿状にしたもの。,,06,"<img src=""Lv06_0116.png"">","<img src=""Lv06_0116_cropped.png"">",漢字でGO!-06
鏟際,,Lv06_0117,けずりぎわ,,削際,中世武士の武芸鍛練法である、犬追物(いぬおうもの)をする馬場の囲い。,,06,"<img src=""Lv06_0117.png"">","<img src=""Lv06_0117_cropped.png"">",漢字でGO!-06
削際,鏟際,Lv06_0117,けずりぎわ,,鏟際,中世武士の武芸鍛練法である、犬追物(いぬおうもの)をする馬場の囲い。,,06,"<img src=""Lv06_0117.png"">","<img src=""Lv06_0117_cropped.png"">",漢字でGO!-06 漢字でGO!-別表記
一闋,,Lv06_0118,いっけつ,,,音楽の一曲が終わること。また、音曲や遊芸、講談などの一段落。,闋(ひとくさり)とも。,06,"<img src=""Lv06_0118.png"">","<img src=""Lv06_0118_cropped.png"">",漢字でGO!-06
雩,,Lv06_0119,あまひき,,,日照り続きのとき、雨の降ることを神仏に祈ること。雨乞い。,,06,"<img src=""Lv06_0119.png"">","<img src=""Lv06_0119_cropped.png"">",漢字でGO!-06
韉,,Lv06_0120,したぐら,,下鞍,鞍橋の下につけ、馬の両脇に当てるための馬具。,,06,"<img src=""Lv06_0120.png"">","<img src=""Lv06_0120_cropped.png"">",漢字でGO!-06
下鞍,韉,Lv06_0120,したぐら,,韉,鞍橋の下につけ、馬の両脇に当てるための馬具。,,06,"<img src=""Lv06_0120.png"">","<img src=""Lv06_0120_cropped.png"">",漢字でGO!-06 漢字でGO!-別表記
反閇,,Lv06_0121,へんばい,,反閉・返閉・反陪,陰陽師が邪気を払い除くため、呪文を唱え大地を踏みしめ、千鳥足に歩む呪法。,,06,"<img src=""Lv06_0121.png"">","<img src=""Lv06_0121_cropped.png"">",漢字でGO!-06
反閉,反閇,Lv06_0121,へんばい,,反閇・返閉・反陪,陰陽師が邪気を払い除くため、呪文を唱え大地を踏みしめ、千鳥足に歩む呪法。,,06,"<img src=""Lv06_0121.png"">","<img src=""Lv06_0121_cropped.png"">",漢字でGO!-06 漢字でGO!-別表記
返閉,反閇,Lv06_0121,へんばい,,反閇・反閉・反陪,陰陽師が邪気を払い除くため、呪文を唱え大地を踏みしめ、千鳥足に歩む呪法。,,06,"<img src=""Lv06_0121.png"">","<img src=""Lv06_0121_cropped.png"">",漢字でGO!-06 漢字でGO!-別表記
反陪,反閇,Lv06_0121,へんばい,,反閇・反閉・返閉,陰陽師が邪気を払い除くため、呪文を唱え大地を踏みしめ、千鳥足に歩む呪法。,,06,"<img src=""Lv06_0121.png"">","<img src=""Lv06_0121_cropped.png"">",漢字でGO!-06 漢字でGO!-別表記
梣葉楓,,Lv06_0122,とねりこばのかえで,,土禰利古葉楓,ムクロジ目カエデ科の落葉低木。,北海道では街路樹に採用されている。,06,"<img src=""Lv06_0122.png"">","<img src=""Lv06_0122_cropped.png"">",漢字でGO!-06
土禰利古葉楓,梣葉楓,Lv06_0122,とねりこばのかえで,,梣葉楓,ムクロジ目カエデ科の落葉低木。,北海道では街路樹に採用されている。,06,"<img src=""Lv06_0122.png"">","<img src=""Lv06_0122_cropped.png"">",漢字でGO!-06 漢字でGO!-別表記
夛い,,Lv06_0123,おおい,,多い,数量がおおい。,夛は多の異体字。,06,"<img src=""Lv06_0123.png"">","<img src=""Lv06_0123_cropped.png"">",漢字でGO!-06
多い,夛い,Lv06_0123,おおい,,夛い,数量がおおい。,夛は多の異体字。,06,"<img src=""Lv06_0123.png"">","<img src=""Lv06_0123_cropped.png"">",漢字でGO!-06 漢字でGO!-別表記
顖門,,Lv06_0124,ひよめき,ひよむき,顋門,幼児の頭蓋骨の境目で、骨化がまだ進んでいない結合組織膜の部分。泉門。,「しんもん」とも。,06,"<img src=""Lv06_0124.png"">","<img src=""Lv06_0124_cropped.png"">",漢字でGO!-06
顋門,顖門,Lv06_0124,ひよめき,ひよむき,顖門,幼児の頭蓋骨の境目で、骨化がまだ進んでいない結合組織膜の部分。泉門。,「しんもん」とも。,06,"<img src=""Lv06_0124.png"">","<img src=""Lv06_0124_cropped.png"">",漢字でGO!-06 漢字でGO!-別表記
海黄顙魚,,Lv06_0125,ごんずい,,権瑞,ナマズ目ゴンズイ科の魚。,,06,"<img src=""Lv06_0125.png"">","<img src=""Lv06_0125_cropped.png"">",漢字でGO!-06
権瑞,海黄顙魚,Lv06_0125,ごんずい,,海黄顙魚,ナマズ目ゴンズイ科の魚。,,06,"<img src=""Lv06_0125.png"">","<img src=""Lv06_0125_cropped.png"">",漢字でGO!-06 漢字でGO!-別表記
饘,,Lv06_0126,かたかゆ,かたがゆ,堅粥・固粥,かたく煮たお粥のこと。現在でいう通常の飯。,,06,"<img src=""Lv06_0126.png"">","<img src=""Lv06_0126_cropped.png"">",漢字でGO!-06
堅粥,饘,Lv06_0126,かたかゆ,かたがゆ,饘・固粥,かたく煮たお粥のこと。現在でいう通常の飯。,,06,"<img src=""Lv06_0126.png"">","<img src=""Lv06_0126_cropped.png"">",漢字でGO!-06 漢字でGO!-別表記
固粥,饘,Lv06_0126,かたかゆ,かたがゆ,饘・堅粥,かたく煮たお粥のこと。現在でいう通常の飯。,,06,"<img src=""Lv06_0126.png"">","<img src=""Lv06_0126_cropped.png"">",漢字でGO!-06 漢字でGO!-別表記
論讞,,Lv06_0127,ろんけつ,,,罪をさばくこと。裁判。,論決、論結とは意味が異なる。,06,"<img src=""Lv06_0127.png"">","<img src=""Lv06_0127_cropped.png"">",漢字でGO!-06
魵,,Lv06_0128,えび,えい,蝦・海老,エビ類の総称。,魵は𩸂(鱝)の異体字。,06,"<img src=""Lv06_0128.png"">","<img src=""Lv06_0128_cropped.png"">",漢字でGO!-06
蝦,魵,Lv06_0128,えび,えい,魵・海老,エビ類の総称。,魵は𩸂(鱝)の異体字。,06,"<img src=""Lv06_0128.png"">","<img src=""Lv06_0128_cropped.png"">",漢字でGO!-06 漢字でGO!-別表記
海老,魵,Lv06_0128,えび,えい,魵・蝦,エビ類の総称。,魵は𩸂(鱝)の異体字。,06,"<img src=""Lv06_0128.png"">","<img src=""Lv06_0128_cropped.png"">",漢字でGO!-06 漢字でGO!-別表記
彳む,,Lv06_0129,たたずむ,,佇む・竚む,しばらくの間、同じ場所でじっとしている。,,06,"<img src=""Lv06_0129.png"">","<img src=""Lv06_0129_cropped.png"">",漢字でGO!-06
佇む,彳む,Lv06_0129,たたずむ,,彳む・竚む,しばらくの間、同じ場所でじっとしている。,,06,"<img src=""Lv06_0129.png"">","<img src=""Lv06_0129_cropped.png"">",漢字でGO!-06 漢字でGO!-別表記
竚む,彳む,Lv06_0129,たたずむ,,彳む・佇む,しばらくの間、同じ場所でじっとしている。,,06,"<img src=""Lv06_0129.png"">","<img src=""Lv06_0129_cropped.png"">",漢字でGO!-06 漢字でGO!-別表記
妹背鵣,,Lv06_0130,いもせのおしどり,,,歌舞伎、浄瑠璃の外題。,鵣と鶫は別字。,06,"<img src=""Lv06_0130.png"">","<img src=""Lv06_0130_cropped.png"">",漢字でGO!-06
鶬毛,,Lv06_0131,ひばりげ,,雲雀毛,馬の毛色の名。黄と白のまだらで、たてがみと尾と背の中央部とが黒いもの。,,06,"<img src=""Lv06_0131.png"">","<img src=""Lv06_0131_cropped.png"">",漢字でGO!-06
雲雀毛,鶬毛,Lv06_0131,ひばりげ,,鶬毛,馬の毛色の名。黄と白のまだらで、たてがみと尾と背の中央部とが黒いもの。,,06,"<img src=""Lv06_0131.png"">","<img src=""Lv06_0131_cropped.png"">",漢字でGO!-06 漢字でGO!-別表記
鸇,,Lv06_0132,さしば,,差羽・刺羽,タカ目タカ科の鳥。別名 大扇(おおおうぎ),,06,"<img src=""Lv06_0132.png"">","<img src=""Lv06_0132_cropped.png"">",漢字でGO!-06
差羽,鸇,Lv06_0132,さしば,,鸇・刺羽,タカ目タカ科の鳥。別名 大扇(おおおうぎ),,06,"<img src=""Lv06_0132.png"">","<img src=""Lv06_0132_cropped.png"">",漢字でGO!-06 漢字でGO!-別表記
刺羽,鸇,Lv06_0132,さしば,,鸇・差羽,タカ目タカ科の鳥。別名 大扇(おおおうぎ),,06,"<img src=""Lv06_0132.png"">","<img src=""Lv06_0132_cropped.png"">",漢字でGO!-06 漢字でGO!-別表記
㑻傄,,Lv06_0133,ばっかつ,,,元気なさま。健やかなさま。,,06,"<img src=""Lv06_0133.png"">","<img src=""Lv06_0133_cropped.png"">",漢字でGO!-06
弶,,Lv06_0134,くびち,くひち・くいち,摾,獣を捕えるしかけ。くいつ。,弶(こぼち)などとも。,06,"<img src=""Lv06_0134.png"">","<img src=""Lv06_0134_cropped.png"">",漢字でGO!-06
摾,弶,Lv06_0134,くびち,くひち・くいち,弶,獣を捕えるしかけ。くいつ。,弶(こぼち)などとも。,06,"<img src=""Lv06_0134.png"">","<img src=""Lv06_0134_cropped.png"">",漢字でGO!-06 漢字でGO!-別表記
不彀本,,Lv06_0135,ぽこぺん,,,禁止、拒絶することなどの意。いけない。だめ。話にならない。,不彀本(ぽこぺん)は中国語で「元値が切れる」の意,06,"<img src=""Lv06_0135.png"">","<img src=""Lv06_0135_cropped.png"">",漢字でGO!-06
瘜肉,,Lv06_0136,こくみ,,,こぶ、いぼなど皮膚の一部や筋肉などが病的に盛りあがったもの。,,06,"<img src=""Lv06_0136.png"">","<img src=""Lv06_0136_cropped.png"">",漢字でGO!-06
鰥寡惸独,,Lv06_0137,かんかけいどく,,,身寄りのない孤独な人物。また、律令制下の日本で国家が救済すべきとされた人物。具体的には、「鰥」は61歳以上の妻を亡くした夫、「寡」は50歳以上の未亡人、「惸（孤）」は16歳以下の父親のいない子供、「独」は61歳以上の子供がいない者のことである。,鰥寡孤独(かんかこどく)とも。,06,"<img src=""Lv06_0137.png"">","<img src=""Lv06_0137_cropped.png"">",漢字でGO!-06
拖杷,,Lv06_0138,ひきさらえ,,,農具の一つ。土をかきならすのに用いる。,,06,"<img src=""Lv06_0138.png"">","<img src=""Lv06_0138_cropped.png"">",漢字でGO!-06
攷える,,Lv06_0139,かんがえる,,考える,思いはかる。,攷は考の異体字。『天』,06,"<img src=""Lv06_0139.png"">","<img src=""Lv06_0139_cropped.png"">",漢字でGO!-06
考える,攷える,Lv06_0139,かんがえる,,攷える,思いはかる。,攷は考の異体字。『天』,06,"<img src=""Lv06_0139.png"">","<img src=""Lv06_0139_cropped.png"">",漢字でGO!-06 漢字でGO!-別表記
冫,,Lv06_0140,こおり,,氷,固体状態にある水のこと。,,06,"<img src=""Lv06_0140.png"">","<img src=""Lv06_0140_cropped.png"">",漢字でGO!-06
氷,冫,Lv06_0140,こおり,,冫,固体状態にある水のこと。,,06,"<img src=""Lv06_0140.png"">","<img src=""Lv06_0140_cropped.png"">",漢字でGO!-06 漢字でGO!-別表記
晈日,,Lv06_0141,てるひ,,照日,照り輝く太陽。日輪。また、天下に照臨する人の意で、天子、天皇をいう。,,06,"<img src=""Lv06_0141.png"">","<img src=""Lv06_0141_cropped.png"">",漢字でGO!-06
照日,晈日,Lv06_0141,てるひ,,晈日,照り輝く太陽。日輪。また、天下に照臨する人の意で、天子、天皇をいう。,,06,"<img src=""Lv06_0141.png"">","<img src=""Lv06_0141_cropped.png"">",漢字でGO!-06 漢字でGO!-別表記
晷,,Lv06_0142,ひかげ,,日陰,日の影。物にさえぎられて日光が当たらない所。,,06,"<img src=""Lv06_0142.png"">","<img src=""Lv06_0142_cropped.png"">",漢字でGO!-06
日陰,晷,Lv06_0142,ひかげ,,晷,日の影。物にさえぎられて日光が当たらない所。,,06,"<img src=""Lv06_0142.png"">","<img src=""Lv06_0142_cropped.png"">",漢字でGO!-06 漢字でGO!-別表記
杈椏杖,,Lv06_0143,またぶりづえ,,杖柚杖,杖を突きやすいように先端が二又に分かれた杖のこと。,,06,"<img src=""Lv06_0143.png"">","<img src=""Lv06_0143_cropped.png"">",漢字でGO!-06
杖柚杖,杈椏杖,Lv06_0143,またぶりづえ,,杈椏杖,杖を突きやすいように先端が二又に分かれた杖のこと。,,06,"<img src=""Lv06_0143.png"">","<img src=""Lv06_0143_cropped.png"">",漢字でGO!-06 漢字でGO!-別表記
中枻,,Lv06_0144,なかだな,,中棚,和船の船底部を構成する主要外板で、加敷の両側に大きく開いて結合される船底側板。,,06,"<img src=""Lv06_0144.png"">","<img src=""Lv06_0144_cropped.png"">",漢字でGO!-06
中棚,中枻,Lv06_0144,なかだな,,中枻,和船の船底部を構成する主要外板で、加敷の両側に大きく開いて結合される船底側板。,,06,"<img src=""Lv06_0144.png"">","<img src=""Lv06_0144_cropped.png"">",漢字でGO!-06 漢字でGO!-別表記
高野柀,,Lv06_0145,こうやまき,,高野槙,ヒノキ目コウヤマキ科の常緑高木。,,06,"<img src=""Lv06_0145.png"">","<img src=""Lv06_0145_cropped.png"">",漢字でGO!-06
高野槙,高野柀,Lv06_0145,こうやまき,,高野柀,ヒノキ目コウヤマキ科の常緑高木。,,06,"<img src=""Lv06_0145.png"">","<img src=""Lv06_0145_cropped.png"">",漢字でGO!-06 漢字でGO!-別表記
栝蔞,,Lv06_0146,からすうり,,烏瓜,ウリ目ウリ科のつる性多年草。,,06,"<img src=""Lv06_0146.png"">","<img src=""Lv06_0146_cropped.png"">",漢字でGO!-06
烏瓜,栝蔞,Lv06_0146,からすうり,,栝蔞,ウリ目ウリ科のつる性多年草。,,06,"<img src=""Lv06_0146.png"">","<img src=""Lv06_0146_cropped.png"">",漢字でGO!-06 漢字でGO!-別表記
枠桛輪,,Lv06_0147,わくかせわ,,,能楽の小道具の一つ。つむいだ糸を巻きとる糸車を意味する。,『篗纑輪(わくかせわ)』は、田中千梅による俳諧論書。,06,"<img src=""Lv06_0147.png"">","<img src=""Lv06_0147_cropped.png"">",漢字でGO!-06
榲桲,,Lv06_0148,まるめいら,,木瓜,バラ目バラ科の落葉高木または低木。マルメロ。,榲桲(まるめろ)、榲桲(まるめる)とも。,06,"<img src=""Lv06_0148.png"">","<img src=""Lv06_0148_cropped.png"">",漢字でGO!-06
木瓜,榲桲,Lv06_0148,まるめいら,,榲桲,バラ目バラ科の落葉高木または低木。マルメロ。,榲桲(まるめろ)、榲桲(まるめる)とも。,06,"<img src=""Lv06_0148.png"">","<img src=""Lv06_0148_cropped.png"">",漢字でGO!-06 漢字でGO!-別表記
隶ぶ,,Lv06_0149,およぶ,,及ぶ・逮ぶ,ある所や時、状態などに達する。,隶は逮や隷の異体字・略字。,06,"<img src=""Lv06_0149.png"">","<img src=""Lv06_0149_cropped.png"">",漢字でGO!-06
及ぶ,隶ぶ,Lv06_0149,およぶ,,隶ぶ・逮ぶ,ある所や時、状態などに達する。,隶は逮や隷の異体字・略字。,06,"<img src=""Lv06_0149.png"">","<img src=""Lv06_0149_cropped.png"">",漢字でGO!-06 漢字でGO!-別表記
逮ぶ,隶ぶ,Lv06_0149,およぶ,,隶ぶ・及ぶ,ある所や時、状態などに達する。,隶は逮や隷の異体字・略字。,06,"<img src=""Lv06_0149.png"">","<img src=""Lv06_0149_cropped.png"">",漢字でGO!-06 漢字でGO!-別表記
硤合反応,,Lv06_0150,そあい反応,,,不斉自己触媒反応の一種。ジイソプロピル亜鉛を用いたピリミジン-5-カルバアルデヒドのアルキル化を意味する。,由来は発見者である日本の化学者・硤合憲三の名から。,06,"<img src=""Lv06_0150.png"">","<img src=""Lv06_0150_cropped.png"">",漢字でGO!-06
冖冠,,Lv06_0151,べきかんむり,,,部首の一つ。ワ冠やひら冠ともいう。,,06,"<img src=""Lv06_0151.png"">","<img src=""Lv06_0151_cropped.png"">",漢字でGO!-06
氅,,Lv06_0152,けごろも,,,鳥の羽毛。また、羽毛で作った衣服。羽衣。,,06,"<img src=""Lv06_0152.png"">","<img src=""Lv06_0152_cropped.png"">",漢字でGO!-06
濊貊,,Lv06_0153,わいばく,かいはく,穢貊,中国東北地方の南東部から、朝鮮の北部に住んでいたツングース系民族。,濊貊(わいみゃく)とも。,06,"<img src=""Lv06_0153.png"">","<img src=""Lv06_0153_cropped.png"">",漢字でGO!-06
